name,location,category,tags
청룡사(서울),종로구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#수도권#역사#전통사찰
불암산,노원구,1.0,#가족여행#관광지#당일치기여행#등산#등산로#불암산#사계절#서울근교여행
경국사(서울),성북구,1.0,#가족여행#경국사#관광지#도심여행#불교#불교문화#사찰#사찰&산사
여의천,서초구,1.0,#가족과함께#관광지#벚꽃명소#산책코스#수도권#자연
봉국사(서울),성북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경
효사정,동작구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사속#역사속으로
남산 팔각정,중구,1.0,#관광지#남산#남산N서울타워#남산셔틀버스#남산순화버스#남산케이블카
용마산,중랑구,1.0,#관광지#나홀로여행#등산#용마산#자연#자연&숲#자연좋은곳#자연풍경
북악스카이 팔각정,종로구,1.0,#2024_여행가는달과함께하는_발도장여행지#걷기길#관광지#도심여행
올림픽공원,송파구,1.0,#2024_여행가는달과함께하는_발도장여행지#88올림픽공원#sk핸드볼경기장
봉화산옹기테마공원,중랑구,1.0,#관광지#신내동옹기테마공원#옹기공원#옹기체험#옹기테마공원#옹기테마체험
광희문,중구,1.0,#관광지#역사#역사공부#역사관광#역사관광지#역사문화#역사속#역사속으로
서해금빛열차,용산구,1.0,#관광지#기차여행#꽃여행#서해금빛열차#이색열차#이색체험#전라권
반포대교 달빛무지개분수,서초구,1.0,#2024_여행가는달과함께하는_발도장여행지#감성사진#경치좋은곳#관광지
서울생활사박물관,노원구,1.0,#관광지#근현대박물관#박물관#서울생활사박물관#실내관광지#아이와함께
여의도한강공원,영등포구,1.0,#2019년4월_Tmap추천_여행예보#2024_여행가는달과함께하는_발도장여행지
창신동골목길,종로구,1.0,#관광지#역사#이색거리#촬영지
의열사(용산),용산구,1.0,#관광지#애국선열사당#역사#역사공부#역사관광지#역사를품은곳#역사문화재
창덕궁 다래나무,종로구,1.0,#관광지#수도권#역사속으로#자연#자연속으로#자연여행#자연좋은곳
용왕정,양천구,1.0,#걷기#경치좋은곳#관광지#근린공원#산책코스#산책하기좋은곳#서울8경
동십자각,종로구,1.0,#경복궁#경복궁망루#관광지#교과서속여행#동십자각#문화재#수도권
서울도시건축전시관,중구,1.0,#관광지#도시건축전시관#중구
이태원 이슬람거리,용산구,1.0,#관광지#이태원거리#이태원문화거리#이태원세계음식문화거리#이태원퀴논길
헌인릉 생태경관보전지역(오리나무림),서초구,1.0,#관광지#나들이#당일치기여행#생태관광#수도권#오리나무림#자연
남산 케이블카,중구,1.0,#가족여행#경치좋은곳#관광지#남산#남산서울타워#남산셔틀버스#남산케이블카
한강시민공원 망원지구(망원한강공원),마포구,1.0,#걷기길#관광지#나들이#도심여행#망원한강공원#산책길#산책하기
와플목공방,성동구,1.0,#가족과함께#관광지#데이트코스#도마만들기#목공#목공예#서울#성수동
백범김구선생상(백범 광장),중구,1.0,#3·1운동_100주년_여행지추천#가족여행#관광지#김구동상#나들이
종로6가 대학천 책방거리,종로구,1.0,#관광지#쇼핑#아동용전집#종로#종로책방거리#중고책#책방거리#책방데이트
송암사,노원구,1.0,#관광지#노원구사찰#도선사#도안사#동막골유원지#불교#불교문화
용마공원놀이동산(용마랜드),중랑구,1.0,#관광지#드라마촬영지#뮤직비디오촬영지#사진찍기좋은곳#사진촬영지
흥인지문,종로구,1.0,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#서울성곽
익선동 한옥거리,종로구,1.0,#21_22한국관광100선#23_24한국관광100선#가족과함께#관광지#남녀노소
세운상가,종로구,1.0,#공중보행길#관광지#뉴트로_감성여행#도시재생#메이커스큐브#문화콘텐츠
반포한강공원,서초구,1.0,#걷기길#관광지#나들이#도심여행#반포한강공원#수도권#야간관광100선
광진광장공원,광진구,1.0,#관광지#광진구공원#네프론#서울가볼만한곳#서울공원#어린이대공원역
엘크레,강남구,1.0,#감성사진#관광지#메이크업#분위기좋은카페#뷰티#뷰티투어#사진찍기좋은곳
서울 암사동 유적,강동구,1.0,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#서울박물관
수락산 당고개지구 공원,노원구,1.0,#공원#관광지#당고개공원#배드민턴#복합문화시설#산책#산책길#산책하기
도안사,노원구,1.0,#108#108산사#108산사순례#관광지#도선사#도안사#불교#불교문화
서래마을,서초구,1.0,#관광지#남녀노소#도심여행#마포서래마을#문화#반려동물#반려동물동반여행지
노해체육공원,노원구,1.0,#관광지#노원구민체육센터#노원아침체조교실#노원족구장#노원체육공원
봉화산(서울),중랑구,1.0,#경치좋은곳#관광지#남녀노소#등산#등산여행#봉수대#봉화산#자연
백련사(서울),강북구,1.0,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경
존비코올터장군상,광진구,1.0,#관광지#사계절#서울어린이대공원#수도권#아이와함께#아차산역#어린이대공원후문
중앙고등학교,종로구,1.0,#고려중앙학원#관광지#기호학교#문화재#사적지#서울중앙고등학교
서울어린이대공원,광진구,1.0,#가족여행#걷기여행#관광지#나들이#놀이동산&테마파크#당일치기여행
봉천동 마애미륵불좌상,관악구,1.0,#관광지#관악산#관악산불상#미륵불좌상#봉천동문화재#서울둘레길
하우스 오브 아로마티카,강남구,1.0,#가로수길#가로수길아로마티카#관광지#신사동#아로마티카#플래그십스토어
환구단,중구,1.0,#고종#관광지#대한제국황제국#사적#수도권#역사#역사공부#역사관광지
샤로수길,관악구,1.0,#관광지#관악구맛집#문화거리#서울가볼만한곳#서울맛집#서울명소
독립문,서대문구,1.0,#관광지#교과서속여행#독립문#독립협회#서대문독립공원#서대문독립문
천축사(서울),도봉구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#수도권#역사#자연환경
솔밭근린공원,강북구,1.0,#강북#강북휴식공간#공원#관광지#근린공원#솔밭근린공원
아차산,광진구,1.0,#관광지#등산#산#서울해맞이#서울해맞이명소#수도권#아차산#아차산둘레길
살곶이체육공원,성동구,1.0,#걷기길#관광지#남녀노소#산책길#산책하기#산책하기좋은곳#살곶이체육공원
수암사,노원구,1.0,#관광지#광운대스케이트장#광운대아이스링크#불교#불교문화#사찰
성북동 주택가,성북구,1.0,#관광지
창경궁대온실,종로구,1.0,#관광지#서울가볼만한곳#서울명소#서울문화재#식물원#창경궁#창경궁식물원
윤동주시인의언덕,종로구,1.0,#관광지#노을명소#문학여행#서울노을명소#서울일몰명소#서울조망명소
창의문(자하문),종로구,1.0,#가족여행#관광지#문화재#서울여행#역사#역사공부#역사관광지#역사를품은곳
명동,중구,1.0,#15_16한국관광100선#17_18한국관광100선#19_20한국관광100선#관광지
관악산공원 야외식물원,관악구,1.0,#관광지#관악산#관악산공원#관악산공원나들이숲#관악산공원야외식물원
남산예장공원,중구,1.0,#관광지#남산공원#남산의부장들#남산이야기#예장공원#이회영기념관
반포 서래섬,서초구,1.0,#관광지#남녀노소#도심산책#산책로#산책코스#산책하기좋은곳#자연
서울숲,성동구,1.0,#2024_여행가는달과함께하는_발도장여행지#23_24한국관광100선#가족여행
광화문,종로구,1.0,#19_20한국관광100선#2024_여행가는달과함께하는_발도장여행지#가족여행
미어캣파크,종로구,1.0,#관광지#서울미어캣파크#애견카페#체험카페#혜화동가볼만한곳#혜화미어캣파크
수락산 학림사,노원구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#상계동사찰#소원불
쌈지길,종로구,1.0,#관광지#남녀노소#데이트장소추천#복합문화공간#쇼핑거리#수도권
정암사,노원구,1.0,#관광지#노원구뷰#노원구사찰#도심여행#불교#불교문화#불암산등반
남강이승훈선생동상,광진구,1.0,#관광지#국가보훈처#서울어린이대공원#아이와함께#역사공부#역사관광
능인선원,강남구,1.0,#관광지#능인선원#대한불고조계종#불교#불교문화#사찰#사찰여행
율곡로,종로구,1.0,#가로수길#관광지#돌담길#산책코스#산책하기좋은곳#수도권#역사
양천향교,강서구,1.0,#강서구향교#강서문화재#공산공원둘레길#관광지#궁산둘레길#다도체험
삼각산,강북구,1.0,#2024_여행가는달과함께하는_발도장여행지#강북구등산#경치여행#경치좋은곳
경운동민병옥가옥,종로구,1.0,#개량한옥#관광지#민병옥#역사#역사가옥#역사공부#역사관광지#역사를품은곳
북악산 숙정문,성북구,1.0,#관광지#역사#역사관광지#역사를품은곳#역사문화재#역사유적
종로3가 포장마차 거리,종로구,1.0,#관광지#서울가볼만한곳#서울명소#서울포장마차거리#야시장#종로3가포장마차거리
을지로 노가리골목,중구,1.0,#관광지#서울미래유산#서울미래유산시장#서울야간데이트#서울포장마차
서울로 7017,중구,1.0,#19_20한국관광100선#2024_여행가는달과함께하는_발도장여행지#걷기길
내맘대로폰케이스 홍대점,마포구,1.0,#관광지#꾸미기#만들기체험#서울#요즘인기있는#이색만들기#홍대
산악문화체험센터,마포구,1.0,#관광지#서울#서울암벽장#서울클라이밍장#일일체험#클라이밍장
길상도예,서초구,1.0,#관광지#도예공방#도자기만들기체험#만들기#서울#원데이클래스
향기억,강남구,1.0,#관광지#나만의향수만들기체험#원데이클래스#향수공방#향수만들기
북촌한옥마을 감고당길,종로구,1.0,#감고당길#관광지#덕성여고#돌담길#북촌한옥마을#산책길#서울데이트
서울식물원,강서구,1.0,#2024_여행가는달과함께하는_발도장여행지#가족과함께#관광지#교육여행
용왕산근린공원,양천구,1.0,#걷기길#관광지#나들이#아이와함께#용왕산근린공원#주말추천여행지
이태원 관광특구,용산구,1.0,#19_20한국관광100선#관광지#다문화#데이트장소추천#도심여행#문화행사
승가사(서울),종로구,1.0,#관광지#불교#불교사찰#사찰#사찰여행#서울사찰#역사#자연속으로
송파나루공원(석촌호수),송파구,1.0,#2024_여행가는달과함께하는_발도장여행지#걷기길#관광지#벚꽃#산책길
방이동 생태경관 보전지역,송파구,1.0,#관광지#방이동생태경관보전지역#방이습지#생태#생태습지#수도권
"양천공원(통합놀이터,키지트,베이비존)",양천구,1.0,#관광지#산책하기좋은곳#아이와가볼만한곳#아이와함께#휴식하기좋은곳
용산공원 (옛 미군기지),용산구,1.0,#SNS감성핫플레이스#SNS속_인생샷명소#가볼래터#관광지#데이트코스
문래창작촌,영등포구,1.0,#2024_여행가는달과함께하는_발도장여행지#관광지#문래동예술촌#문래동창작촌
올리바인 스파,종로구,1.0,#건강여행#관광지#부모님과함께#뷰티&스파온천&스파#연인과함께#올리바인스파
문화비축기지,마포구,1.0,#관광지#뉴트로_감성여행#마포문화비축기지#문화비축기지#문화콘텐츠
서울창포원,도봉구,1.0,#가족과함께#가족나들이#걷기길#관광지#붓꽃#생태관광#서울창포원
서울 구 벨기에영사관(현 서울시립 남서울미술관),관악구,1.0,#관광지#복합문화공간#서울구벨기에영사관#서울시립미술관#수도권
SPA 1899 동인비,강남구,1.0,#건강여행#관광지#남녀노소#부모님과함께#연인과함께#이색체험#체험프로그램
해공신익희선생동상,강동구,1.0,#관광지#사계절#수도권#아이와함께#역사공부#역사관광지#역사를품은곳#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#체험학습#친구와함께#해공신익희선생동상
롯데월드타워 서울스카이,송파구,1.0,#2024_여행가는달과함께하는_발도장여행지#23_24한국관광100선#가족여행
파크하비오 워터킹덤&스파,송파구,1.0,#가족과함께#가족나들이#관광지#도심속물놀이#무더위_피해_실내놀이
뷰티플레이 홍대점 (외국어사이트용),마포구,1.0,#관광지
노들섬,용산구,1.0,#가족과함께#관광지#노들섬#도심속의섬#복합문화시설#아이와함께
종로 청계 관광특구,종로구,1.0,#걷기여행#관광지#근대문화유산#도심여행#마을축제#산책하기좋은곳
북한산 생태탐방연수원,도봉구,1.0,#관광지#박물관#북한산생태탐방연수원#생태관광#생태관광지#자연관광지
보신각 터,종로구,1.0,#가족여행#관광지#교과서속여행#당일치기여행#보신각#보신각터#서울근교여행
승동교회,종로구,1.0,#3.1운동#관광지#교회#국내건축물#기독교#승동교회#역사#역사공부
탑골공원,종로구,1.0,#가족여행#관광지#나들이#드라이브여행#수도권#아이와함께#주말추천여행지
뚝섬한강공원,광진구,1.0,#걷기길#관광지#나들이#도심여행#뚝섬한강공원#야경투어#연인과함께
마곡안전체험관,강서구,1.0,#가족과함께#관광지#서울가볼만한곳#아이와함께#안전체험관#재난교육시설
천도교중앙대교당,종로구,1.0,#관광지#교과서속여행#나홀로여행#도심여행#역사#역사공부#역사관광지
중곡동 가구거리,광진구,1.0,#가구거리#가구쇼핑#관광지#서울가구거리#서울여행#쇼핑#수도권
용산가족공원,용산구,1.0,#가족공원#가족과함께#가족여행#걷기여행#관광지#나들이#당일치기여행
DMC 홍보관,마포구,1.0,#DMC#DMC홍보관#관광지#복합문화공간#산업관광#산업관광지#수도권
충무로 인쇄골목,중구,1.0,#골목여행#관광지#산업관광#산업관광지#이색골목여행
서울도심등산관광센터(북악산),종로구,1.0,#관광안내소#관광지#북악산
영락교회,중구,1.0,#관광지#명동영락교회#서울대형교회#서울영락교회#중구영락교회
광통교,종로구,1.0,#관광지#서울광통교#종로광통교#청계천광통교#청계천다리
색실문양누비공방,종로구,1.0,#관광지#모빌만들기#북촌체험#색실누비공방#색실누비체험#한옥공방
북촌전통발효공방 빚담,종로구,1.0,#관광지#발효체험#북촌한옥마을#원데이클래스#전통주강좌#한옥공방
오동근린공원 유아숲체험장,강북구,1.0,#관광지#생태체험#서울가볼만한곳#서울여행#서울유아숲체험장#숲체험
KOCCA콘텐츠문화광장,동대문구,1.0,#관광지#스테이지66#콘텐츠문화광장#콘텐츠지원시설#한국콘텐츠진흥원
롯데몰 김포공항점스카이파크,강서구,1.0,#관광지#김포공항#김포문화시설#롯데몰#서울공원#서울문화시설#아이와가볼만한곳
에스파스 루이비통 서울,강남구,1.0,#관광지#루이바통에스파스#루이비통미술관#루이비통서울#서울에스파스
해풍부원군윤택영댁재실,중구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속
청계천,중구,1.0,#가족여행#관광지#나들이#데이트코스#드라이브여행#산책길#산책하기
홍대걷고싶은거리,마포구,1.0,#거리#걷고싶은거리#관광지#명소#문화관광명소#문화의거리#버스킹
엑스이스케이프 홍대놀이터점,마포구,1.0,#관광지#방탈출#방탈출카페#엑스이스케이프#엑스이스케이프홍대놀이터점
BM스튜디오,마포구,1.0,#가족사진#관광지#사진#우정사진#추억사진#커플사진#홍대BM스튜디오
홍대반지카페,마포구,1.0,#관광지#반지만들기#반지카페#우정반지#커플링#홍대가볼만한곳#홍대반지
금암문화공원,은평구,1.0,#공원#관광지#구파발공원#모래놀이터공원#역사문화#은평역사문화
신촌그래피티벽화터널,서대문구,1.0,#관광지#그래피티#도깨비터널#벽화터널#신촌굴다리#신촌그래피티
남태령고개,관악구,1.0,#걷기좋은곳#관광지#관악산#관악산둘레길#남태령#둘레길#여우고개
봉제산공원,강서구,1.0,#공원#관광지#봉제산#산책로#생태체험#서울공원#아이와가볼만한곳
플레이스콤마,강서구,1.0,#관광지#도시농장#서울농장#서울캠핑장#자연체험#체험농장#캠핑장
청담도로공원,강남구,1.0,#공원#관광지#도로공원#서울공원#올림픽대로#올림픽대로공원#휴식
관악산자연공원,관악구,1.0,#공원#관광지#관악산#생태공원#서울공원#자연공원#자연체험#자연환경
"서울 헌릉(태종,원경왕후)과 인릉(순조,순원왕후) [유네스코 세계유산]",서초구,1.0,#가족여행#관광지#교과서속여행#서울헌릉과인릉#아이와함께#역사
필소굿캘리,종로구,1.0,#관광지#서울#체험
시그니처 키친 스위트 청담 쇼룸,강남구,1.0,#관광지#시그니처#청담쇼룸#청담시그니처키친스위트쇼룸#청담키친쇼룸
노량진컵밥거리,동작구,1.0,#가성비데이트#관광지#노량진#노량진역#노량진컵밥#철판볶음#컵밥
순정효황후윤씨친가,중구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속
평창동 갤러리 거리,종로구,1.0,#갤러리길#관광지#문화거리#문화예술#문화예술공간#복합문화공간
서울 관상감 관천대,종로구,1.0,#관광지#관상감관천대#문화재#수도권#역사#역사공부#역사관광지
경성 부민관 폭탄 의거지,중구,1.0,#경성부민관#경성부민관폭탄의거지#관광지#수도권#역사#역사공부
관훈동 민씨 가옥 (구 부마도위박영효가옥),중구,1.0,#관광지#민씨가옥#역사#역사공부#역사관광지#역사를품은곳#역사문화재
훈련원공원,중구,1.0,#관광지#산책길#산책하기#산책하기좋은곳#역사공부#역사관광지#역사속
삼청동오위장김춘영가옥,중구,1.0,#관광지#삼청동가옥#역사#역사공부#역사관광지#역사를품은곳#역사문화재
장충단공원,중구,1.0,#가족여행#걷기여행#관광지#나들이#당일치기여행#사계절#서울근교여행
한국유림독립운동파리장서비,중구,1.0,#관광지#독립서한기념비#독립운동#역사#역사공부#역사관광지#역사를품은곳
나석주의사동상,중구,1.0,#3.1운동#3·1운동_100주년_여행지추천#관광지#나석주의사#독립운동
을지로 철제가구거리,중구,1.0,#가구#가구거리#가구신제품매장#가구점#관광지#쇼핑#을지로가구
인사동 고미술거리,종로구,1.0,#고미술경매#고미술협회#관광지#서울여행#쇼핑#수도권#이색체험
이태원 쇼핑거리,용산구,1.0,#관광지#쇼핑#이태원#이태원거리#이태원관광#이태원관광특구#이태원쇼핑
옛 용산신학교와 원효로 예수성심성당,용산구,1.0,#관광지#서울용산신학교#서울용산신학교와원효로예수성심성당#역사
서빙고동 부군당,용산구,1.0,#관광지#서빙고부군당#서빙고신당#서빙고제당#역사#역사공부#역사관광지
이태원 앤틱 가구 거리,용산구,1.0,#가구점#가족과함께#고가구#골동품#관광지#목가구#쇼핑거리#앤틱가구거리
푸드뱅크마켓 신월점,양천구,1.0,#관광지#문화복지향상#복합문화공간#복합문화시설#상담#신월푸드뱅크
아시아공원,송파구,1.0,#관광지#근린공원#산책길#산책하기#산책하기좋은곳#서울종합운동장
서울 삼전도비,송파구,1.0,#관광지#삼전도비#역사#역사공부#역사관광지#역사를품은곳#역사문화재
문정동로데오거리,송파구,1.0,#관광지#단체쇼핑#문정동쇼핑#문정동쇼핑거리#문화의거리#송파로데오거리
서울 고려대학교 중앙도서관,성북구,1.0,#건축사#건축여행#고대중앙도서관#고딕건축물#고려대학교#고려대학교도서관
쁘띠몽드 마포중앙도서관점,마포구,1.0,#관광지#기차키즈카페#도서관키즈카페#마포도서관#마포쁘띠몽드#마포생일파티
우장산공원,강서구,1.0,#관광지#둘레길#산책하기좋은곳#서울가볼만한곳#서울공원#스마트근린공원
스트레칭조이,강남구,1.0,#관광지#스트레칭#스트레칭강습#운동강습#유연성프로그램#전신운동
JTBC,마포구,1.0,#JTBC#견학#관광지#디지털미디어센터#마포JTBC견학#문화콘텐츠
정몽주 동상,마포구,1.0,#고려#관광지#단심가#동상#마포구#아이와함께#양화대교#양화대교인근동상
도봉서원,도봉구,1.0,#관광지#교과서속여행#기념물#도봉서원#서원#수도권#역사#역사공부
원당샘공원,도봉구,1.0,#관광지#김수영문학관#남녀노소#도봉구#도봉구공원#방학동은행나무
코코넛박스,마포구,1.0,#가볼래터#관광지#서울#여행구독#이색체험#이색카페#전시관
용굴암(서울),노원구,1.0,#관광지#도솔봉#동굴암자#명성왕후다례제#불교#불교문화#사찰#사찰여행
정선옹주 묘역,구로구,1.0,#관광지#구로올레길#궁동#궁동사책길#궁동생태공원#안동권씨#역사
궁동저수지 생태공원,구로구,1.0,#가족과함께#공원#관광지#궁동생태공원#궁동저수지#산책하기좋은곳
아차산성,광진구,1.0,#가족여행#관광지#광장성#교과서속여행#당일치기여행#등산#등산로
논현 가구거리,강남구,1.0,#가구#가구거리#강남가구거리#강남구#관광지#나전칠기#논현#논현동가구거리
대모산도시자연공원,강남구,1.0,#강남#강남무장애나눔길#공원#관광지#대모산#대모산공원#대모산둘레길
전주이씨광평대군파묘역,강남구,1.0,#관광지#서울유형문화재#역사#역사공부#역사관광지#역사를품은곳
반공 청년운동 순국 열사 기념비,중구,1.0,#관광지#남산봉수대#남산팔각정#반공청년운동순국열사기념비#수도권
상동교회,중구,1.0,#공옥학교#관광지#독립운동기지개척사업#밀사파견#상동교회#수도권
서울광장,중구,1.0,#가족과함께#관광지#덕수궁#도심여행#복합문화공간#산책하기#산책하기좋은곳
신당동 떡볶이 골목,중구,1.0,#골목분식#골목시장#관광지#떡볶이거리#떡볶이골목#떡볶이맛집#떡볶이먹방
현대원서공원,종로구,1.0,#공원#관광지#도시공원#도심공원#북촌공원#산책하기좋은곳#약속의장소
북악산,종로구,1.0,#관광지#백아산#북악스카이웨이#삼청공원#서울산#자연#전망좋은곳
견지동 불교용품거리,종로구,1.0,#관광지#도소매#불교서적#불교용품#불교용품쇼핑#쇼핑#조계사#종로불교가게
대각사,종로구,1.0,#3.1운동독립만세#관광지#귀국봉영회#대각사상#대각회#백용성스님
마로니에공원,종로구,1.0,#가족과함께#가족여행#걷기여행#공연#관광지#나들이#당일치기여행
조계사(서울),종로구,1.0,#관광지#나홀로여행#불교#불교문화#사찰#산사#서울사찰#수도권사찰
민영환 자결터,종로구,1.0,#관광지#교과서속여행#기념비#민영환#민영환자결#민영환자결터#수도권
금선사(서울),종로구,1.0,#관광지#금선사#금선사신중도#불교#불교문화#사찰#사찰여행#서울금선사
청와대 앞길,종로구,1.0,#23_24한국관광100선#가족여행#관광지#나홀로여행#당일치기여행
진관사계곡,은평구,1.0,#가족과함께#관광지#늦더위피서#아이와함께#여름피서지#자연#자연관광지
당고개순교성지,용산구,1.0,#관광지#당고개순교#새남터성당#순교성지#역사#역사공부#역사관광지
국회의사당,영등포구,1.0,#가족체험여행#관광지#교과서속여행#국회어린이박물관#국회의사당
여의도공원,영등포구,1.0,#c-47비행기전시관#관광지#꽃여행#데이트코스#복합문화공간#봄나들이
한강,성동구,1.0,#관광지#서울공원#서울한강#자연#자연좋은곳#자연풍경#자연환경
서울 연세대학교 언더우드관,서대문구,1.0,#관광지#근대건축물#근대문화유산#서울연세대학교언더우드관#언더우드관
서울월드컵경기장 스타디움 투어,마포구,1.0,#가족과함께#관광지#교육여행#남녀노소#산업관광#산업관광지#서울월드컵경기장
사육신공원,동작구,1.0,#가족여행#관광지#교과서속여행#노량진산책코스#당일치기여행#동작구공원
연화사(서울),동대문구,1.0,#관광지#동대문사찰#불교#불교문화#사찰#사찰여행#역사#자연속으로
답십리 고미술상가,동대문구,1.0,#가족과함께#고미술#고미술상점#고미술품#골동품#골동품판매#관광지
청량사(서울),동대문구,1.0,#관광지#도심속#불교#불교문화#사찰#사찰여행#역사#전통사찰#종교
석정보름우물,종로구,1.0,#계동#관광지#서울가볼만한곳#서울명소#서울석정보름우물#서울여행
비우당,종로구,1.0,#관광지#비우당#서울명소#서울비우당#서울여행#역사여행#이수광
돈암장,성북구,1.0,#관광지#서울돈암장#서울문화재#성북돈암장#역사여행#이승만대통령
이종석별장,성북구,1.0,#관광지#서울가볼만한곳#서울명소#서울문화재#성북동이종석별장#이종석별장
성북역사문화공원,성북구,1.0,#관광지#서울가볼만한곳#서울성북역사문화공원#서울여행#성북역사문화공원
고래사진관 필름현상소,중구,1.0,#관광지#서울가볼만한곳#서울사진관#셀프스캔#충무로#필름카메라
청와대칠궁,종로구,1.0,#관광지#북악산#영조#청와대#청와대관람#청와대칠궁
북촌전망대,종로구,1.0,#관광지#북촌마을#북촌마을전망대#서울가볼만한곳
흥인지문공원,종로구,1.0,#관광지#동대문가볼만한곳#동대문성곽공원#서울명소#야경명소#한양도성
등대사진관,용산구,1.0,#19세기사진관#관광지#습판사진#아날로그사진#예술사진#용산사진관
안양천가족정원,양천구,1.0,#관광지#산책로#서울공원#서울생태공원#수변공원#안양천#안양천생태공원
당산공원,영등포구,1.0,#관광지#놀이터#서울가볼만한곳#서울공원#아이와가볼만한곳#영등포공원
돈암동아리랑고개,성북구,1.0,#관광지#나운규공원#서울명소#아리랑씨네센터#아리랑영화의거리#영화아리랑
빙수골마을공원,동작구,1.0,#관광지#동작구공원#동작마루길#동작충효길#마을공원#상도동공원
답십리 영화의 거리,동대문구,1.0,#관광지#답십리촬영소#동대문구체육관#동대문구촬영소#영화미디어아트센터
육군사관학교,노원구,1.0,#가족과함께#관광지#교육여행#교육프로그램#군사박물관#군인정신
태릉.강릉,노원구,1.0,#가족여행#관광지#교과서속여행#궁릉#노원태강릉#명종#명종의능
아차산 어울림정원,광진구,1.0,#걷기길#관광지#광진구산책로#광진구휴식공간#산책하기좋은곳#생태관광
관악산 낙성대공원,관악구,1.0,#가족여행#강감찬#강감찬장군#관광지#관악산낙성대공원#교과서속여행
서울 신림동 민속순대타운,관악구,1.0,#골목식당#관광지#남녀노소#맛집#맛집골목#먹자골목#서울맛집#수도권
관악산,관악구,1.0,#관광지#관악산#관악산등산코스#관악산자연공원#관악산코스#등산
강서습지생태공원,강서구,1.0,#가족여행#강서습지생태공원#강서한강공원#걷기길#관광지#나들이
화계사(서울),강북구,1.0,#강북사찰#관광지#국제선원#북한산둘레길#북한산화계사#불교#불교사찰
우이동계곡,강북구,1.0,#강북계곡#강북피서지#경치여행#경치좋은곳#관광지#무료계곡#물놀이장소
광나루한강공원 암사생태공원,강동구,1.0,#관광지#광나루#생태체험#서울가볼만한곳#서울공원#암사생태공원
봉은사(서울),강남구,1.0,#가족여행#관광지#교과서속여행#당일치기여행#도심여행#봉은사#봉은사(서울)
서울 선릉과정릉 [유네스코 세계유산],강남구,1.0,#2024_여행가는달과함께하는_발도장여행지#가족여행#관광지#교과서속여행
긴고랑계곡,광진구,1.0,#관광지#서울계곡#서울근교계곡#서울피서지#아이와가볼만한곳#아차산
우이동만남의광장,강북구,1.0,#강북근린공원#관광지#우이동공원#우이동광장
광나루자전거공원,강동구,1.0,#강동산책로#강동자전거공원#강동자전거산책길#관광지#광나루한강공원
망우산(서울),중랑구,1.0,#관광지#등산#망우공동묘지#망우리고개#망우리공원#망우산#산책로
올레스퀘어ALL-IP라운지,종로구,1.0,#KT스퀘어#가족여행#관광지#문화공연#복합문화공간#산업관광#산업관광지
창덕궁 향나무,종로구,1.0,#관광지#수도권#자연#창덕궁#창덕궁천연기념물#창덕궁향나무#천연기념물
도선사(서울),강북구,1.0,#강북휴식공간#관광지#북한산도선사#불교#불교문화#불교사찰#사찰
금성전파사 새로고침센터,동대문구,1.0,#가족과함께#경동시장#관광지#금성전파사새로고침센터#새로고침센터
서울 영휘원(순헌황귀비)과 숭인원(이진),동대문구,1.0,#가족여행#관광지#교과서속여행#사적#사찰#산사#서울릉#서울영휘원과숭인원
삼해소주,종로구,1.0,#관광지#남녀노소#무형문화재#삼해소주가#서울무형문화재#수도권
돈덕전,중구,1.0,#가볼래터#가족과함께#관광지#대한제국#덕수궁#서울가볼만한곳#아이와함께
향림사,양천구,1.0,#관광지#도심사찰#서울근교사찰#양천구사찰#조계종사찰#향림사
코엑스동측광장,강남구,1.0,#강남랜드마크#강남스타일말춤동상#관광지#서울가볼만한곳#코엑스광장
서순라길,종로구,1.0,#가족과함께#관광지#사진촬영#서울#서울_여행지_추천#서울가볼만한곳
성촌공원,용산구,1.0,#관광지#분수근린공원#성촌공원#용산근린공원#용산역공원
일원장미공원,강남구,1.0,#강남장미공원#관광지#서울장미공원#일원동공원#일원장미공원#장미
한국이슬람교 서울중앙성원,용산구,1.0,#관광지#무슬림#무슬림교회#아랍문화#이슬람교#이슬람사원#이슬람서울성원
하계어린이공원,노원구,1.0,#경춘선숲길#관광지#노원공원#노원어린이공원#노원하계어린이공원
산기슭 공원,금천구,1.0,#관광지#근린공원#금천구공원#산기슭공원#생태공원#인공폭포
가회동성당,종로구,1.0,#가회동성당#관광지#북촌#북촌관광#선교사#성당#성지#성지순례
목5동성당,양천구,1.0,#결혼식하기좋은성당#관광지#목5동성당#성당결혼식#아름다운성당#파이프오르간성당
벽운계곡,노원구,1.0,#관광지#노원구계곡#다이빙계곡#서울계곡#수락산벽운계곡
